timestamp_ms,power_w,phase
0.3659910289570689,81.585,idle_pre
140.43347293045372,81.585,idle_pre
280.43489693664014,81.585,idle_pre
420.4432589467615,78.938,idle_pre
560.4355559917167,78.938,idle_pre
700.4585009999573,78.938,idle_pre
840.436651953496,78.938,idle_pre
980.4365059826524,78.479,idle_pre
1120.5382980406284,78.479,idle_pre
1260.4348040185869,78.479,idle_pre
1400.4359339596704,78.479,idle_pre
1540.4728170251474,78.479,idle_pre
1680.4740539519116,78.479,idle_pre
1820.436164038256,78.479,idle_pre
1960.473816958256,78.067,idle_pre
2100.4597429418936,78.067,idle_pre
2240.428550983779,78.067,idle_pre
2380.4826400009915,78.067,idle_pre
2520.4377729678527,78.067,idle_pre
2660.431546973996,78.067,idle_pre
2800.435447948985,78.067,idle_pre
2940.4456570046023,78.089,idle_pre
3080.4792599519715,78.089,idle_pre
3220.4967259895056,78.089,idle_pre
3360.444988007657,78.089,idle_pre
3500.435361987911,78.089,idle_pre
3640.4370840173215,78.089,idle_pre
3780.48936300911,78.089,idle_pre
3920.452008023858,78.398,idle_pre
4060.523141990416,78.398,idle_pre
4200.4934889264405,78.398,idle_pre
4340.493644936942,78.398,idle_pre
4480.437965947203,78.634,idle_pre
4620.438853977248,78.634,idle_pre
4760.478200973012,78.634,idle_pre
4900.435235002078,78.636,idle_pre
5040.43367493432,78.636,idle_pre
5180.457395967096,78.636,idle_pre
5320.446319994517,78.636,idle_pre
5460.475623025559,78.636,idle_pre
5600.478129927069,78.636,idle_pre
5740.466492949054,78.636,idle_pre
5880.479644984007,78.075,idle_pre
6020.43675002642,78.075,idle_pre
6160.443887929432,78.075,idle_pre
6300.493872957304,78.075,idle_pre
6440.477767959237,78.075,idle_pre
6580.450486042537,78.075,idle_pre
6720.436071977019,78.075,idle_pre
6860.465936013497,78.063,idle_pre
7000.45156001579,78.063,idle_pre
7140.42932598386,78.063,idle_pre
7280.435294029303,78.063,idle_pre
7420.459029031917,78.063,idle_pre
7560.430218931287,78.063,idle_pre
7700.478265993297,78.063,idle_pre
7840.477869962342,78.063,idle_pre
7980.441228952259,77.812,idle_pre
8120.4796159872785,77.812,idle_pre
8260.447570937686,77.812,idle_pre
8400.435140938498,77.812,idle_pre
8540.447031962685,77.812,idle_pre
8680.447299033403,77.812,idle_pre
8820.488233934157,77.812,idle_pre
8960.489287041128,77.919,idle_pre
9100.437390967272,77.919,idle_pre
9240.479639964178,77.919,idle_pre
9380.42114896234,77.919,idle_pre
9520.437701954506,77.919,idle_pre
9660.460914019495,77.919,idle_pre
9800.437162979506,77.919,idle_pre
9940.446691936811,77.763,idle_pre
10080.43807093054,77.763,idle_pre
10220.43816302903,77.763,idle_pre
10360.500940936618,77.763,idle_pre
10500.464697019195,77.763,idle_pre
10640.488296980038,77.763,idle_pre
10780.437543988228,77.763,idle_pre
10920.489866985008,77.88,idle_pre
11060.438142972998,77.88,idle_pre
11200.49267995637,77.88,idle_pre
11340.478822938168,77.88,idle_pre
11480.445199995302,78.07,idle_pre
11620.442496030591,78.07,idle_pre
11760.437677032314,78.07,idle_pre
11900.438069016673,78.431,idle_pre
12040.438815020025,78.431,idle_pre
12180.480445967987,78.431,idle_pre
12320.48004399985,78.431,idle_pre
12460.488651995547,78.431,idle_pre
12600.432737963274,78.431,idle_pre
12740.465132985264,78.431,idle_pre
12880.491778021678,78.185,idle_pre
13020.440044929272,78.185,idle_pre
13160.481233964674,78.185,idle_pre
13300.478538963944,78.185,idle_pre
13440.465693012811,78.185,idle_pre
13580.478557036258,78.185,idle_pre
13720.422926940955,78.185,idle_pre
13860.47309404239,77.937,idle_pre
14000.43633102905,77.937,idle_pre
14140.460463007912,77.937,idle_pre
14280.438849935308,77.937,idle_pre
14420.435254927725,77.937,idle_pre
14560.46437495388,77.937,idle_pre
14700.48192096874,77.937,idle_pre
14840.479725971818,77.937,idle_pre
14980.43187498115,77.861,idle_pre
15120.44612201862,77.861,idle_pre
15260.439854930157,77.861,idle_pre
15400.479906005785,77.861,idle_pre
15540.47992802225,77.861,idle_pre
15680.445739999412,77.861,idle_pre
15820.44360798318,77.861,idle_pre
15960.423883982005,77.918,idle_pre
16100.44344200287,77.918,idle_pre
16240.436053019948,77.918,idle_pre
16380.435146973468,77.918,idle_pre
16520.436724997126,77.918,idle_pre
16660.425595007837,77.918,idle_pre
16800.480759935454,77.918,idle_pre
16940.43494295329,50.717,idle_pre
17080.48083097674,50.717,idle_pre
17220.43708001729,50.717,idle_pre
17360.479300958104,50.717,idle_pre
17500.4461199278,50.717,idle_pre
17640.439923969097,50.717,idle_pre
17780.445987940766,50.717,idle_pre
17920.47977494076,48.953,idle_pre
18060.45050197281,48.953,idle_pre
18200.440804008394,48.953,idle_pre
18340.43920203112,48.953,idle_pre
18480.47966801096,44.267,idle_pre
18620.445666019805,44.267,idle_pre
18760.438369004987,44.267,idle_pre
18900.454157963395,29.92,idle_pre
19040.45029799454,29.92,idle_pre
19180.51407497842,29.92,idle_pre
19320.43620897457,29.92,idle_pre
19460.45884303749,29.92,idle_pre
19600.43723299168,29.92,idle_pre
19740.435156971216,29.92,idle_pre
19880.44663297478,8.308,idle_pre
20020.4380559735,8.308,idle_pre
20160.43731395621,8.308,idle_pre
20300.429821014404,8.308,idle_pre
20440.4408269329,8.308,idle_pre
20580.455246032216,8.308,idle_pre
20720.520857023075,8.308,idle_pre
20860.442035016604,7.695,idle_pre
21000.45044894796,7.695,idle_pre
21140.4806219507,7.695,idle_pre
21280.435821041465,7.695,idle_pre
21420.480701024644,7.695,idle_pre
21560.479891952127,7.695,idle_pre
21700.435354025103,7.695,idle_pre
21840.48020397313,7.695,idle_pre
21980.442662956197,7.724,idle_pre
22120.449976995587,7.724,idle_pre
22260.47651900444,7.724,idle_pre
22400.430002016947,7.724,idle_pre
22540.422842954285,7.724,idle_pre
22680.43033394497,7.724,idle_pre
22820.521929999813,7.724,idle_pre
22960.44369693845,7.851,idle_pre
23100.523432018235,7.851,idle_pre
23240.46679900493,7.851,idle_pre
23380.429881974123,7.851,idle_pre
23520.43135196436,7.851,idle_pre
23660.49517202191,7.851,idle_pre
23800.438893958926,7.851,idle_pre
23940.436400007457,7.756,idle_pre
24080.48056298867,7.756,idle_pre
24220.480454037897,7.756,idle_pre
24360.47867801972,7.756,idle_pre
24500.438516959548,7.756,idle_pre
24640.53785603028,7.756,idle_pre
24780.45132895932,7.756,idle_pre
24920.443648006767,7.771,idle_pre
25060.478367027827,7.771,idle_pre
25200.445421040054,7.771,idle_pre
25340.47992702108,7.771,idle_pre
25480.44338694308,9.62,idle_pre
25620.4380459385,9.62,idle_pre
25760.43814397417,9.62,idle_pre
25900.480331969447,11.091,idle_pre
26040.47707503196,11.091,idle_pre
26180.43539696373,11.091,idle_pre
26320.430401014164,11.091,idle_pre
26460.43960098177,14.559,idle_pre
26600.48104799353,14.559,idle_pre
26740.44589395635,14.559,idle_pre
26880.43079199269,14.559,idle_pre
27020.4304830404,14.559,idle_pre
27160.4348840192,14.559,idle_pre
27300.44898600317,14.559,idle_pre
27440.46284793876,8.596,idle_pre
27580.427996930663,8.596,idle_pre
27720.43338301592,8.596,idle_pre
27860.43206602335,8.596,idle_pre
28000.43058302253,8.596,idle_pre
28140.48573700711,8.596,idle_pre
28280.431048944592,8.596,idle_pre
28420.434950036,8.516,idle_pre
28560.433516977355,8.516,idle_pre
28700.430987984877,8.516,idle_pre
28840.46562295407,8.516,idle_pre
28980.43820995372,8.516,idle_pre
29120.423360029235,8.516,idle_pre
29260.437882039696,8.516,idle_pre
29400.42805892881,8.397,idle_pre
29540.459075011317,8.397,idle_pre
29680.438439012505,8.397,idle_pre
29820.4334799666,8.397,idle_pre
29960.43975104112,8.397,idle_pre
30100.42934503872,8.397,idle_mid
30240.43196393177,8.397,idle_mid
30380.430502002127,8.213,idle_mid
30520.44220303651,8.213,idle_mid
30660.43735702988,8.213,idle_mid
30800.46451103408,8.213,idle_mid
30940.436281031,8.213,idle_mid
31080.440726946108,8.213,idle_mid
31220.43487196788,8.213,idle_mid
31360.431239008904,8.213,idle_mid
31500.43458899017,7.835,idle_mid
31640.437547001056,7.835,idle_mid
31780.45444493182,7.835,idle_mid
31920.4338620184,7.835,idle_mid
32060.44925702736,7.835,idle_mid
32200.43063396588,7.835,idle_mid
32340.43785603717,7.835,idle_mid
32480.433407006785,8.473,idle_mid
32620.43754896149,8.473,idle_mid
32760.471421992406,8.473,idle_mid
32900.467213010415,10.114,idle_mid
33040.481525007635,10.114,idle_mid
33180.46459602192,10.114,idle_mid
33320.4806719441,10.114,idle_mid
33460.46800294425,13.423,idle_mid
33600.46833695378,13.423,idle_mid
33740.44252699241,13.423,idle_mid
33880.46403892804,13.423,idle_mid
34020.43093403336,13.423,idle_mid
34160.44211795088,13.423,idle_mid
34300.47505302355,13.423,idle_mid
34440.48386695795,8.023,idle_mid
34580.44220996089,8.023,idle_mid
34720.44070693664,8.023,idle_mid
34860.49560201354,8.023,idle_mid
35000.47181500122,8.023,idle_mid
35140.44441701844,8.023,idle_mid
35280.4358919384,8.023,idle_mid
35420.47975293826,7.958,idle_mid
35560.483515961096,7.958,idle_mid
35700.44064801186,7.958,idle_mid
35840.43577499688,7.958,idle_mid
35980.43652402703,7.958,idle_mid
36120.43204694055,7.958,idle_mid
36260.43992501218,7.958,idle_mid
36400.46721103136,7.913,idle_mid
36540.43489601463,7.913,idle_mid
36680.43804203626,7.913,idle_mid
36820.43755601626,7.913,idle_mid
36960.44864295982,7.913,idle_mid
37100.47481802758,7.913,idle_mid
37240.49803696107,7.913,idle_mid
37380.4431760218,8.623,idle_mid
37520.49739903305,8.623,idle_mid
37660.5007170001,8.623,idle_mid
37800.44039094355,8.623,idle_mid
37940.47241995577,8.623,idle_mid
38080.4351689294,8.623,idle_mid
38220.46514903195,8.623,idle_mid
38360.45022495091,8.623,idle_mid
38500.44300896116,8.478,idle_mid
38640.42970200535,8.478,idle_mid
38780.46195500065,8.478,idle_mid
38920.439239940606,8.478,idle_mid
39060.48684299458,8.478,idle_mid
39200.44332894031,8.478,idle_mid
39340.43735894375,8.478,idle_mid
39480.48157803714,9.033,idle_mid
39620.46550703235,9.033,idle_mid
39760.48210798763,9.033,idle_mid
39900.48344701063,10.865,idle_mid
40040.46887799632,10.865,idle_mid
40180.43497996405,10.865,idle_mid
40320.44107397087,10.865,idle_mid
40460.48033703119,14.436,idle_mid
40600.46654497273,14.436,idle_mid
40740.48019293696,14.436,idle_mid
40880.45234803576,14.436,idle_mid
41020.43550298549,14.436,idle_mid
41160.44624999631,14.436,idle_mid
41300.43247598224,14.436,idle_mid
41440.43993100058,8.375,idle_mid
41580.44562593568,8.375,idle_mid
41720.44843796175,8.375,idle_mid
41860.43997295201,8.375,idle_mid
42000.476754968986,8.375,idle_mid
42140.47212700825,8.375,idle_mid
42280.4885529913,8.375,idle_mid
42420.47421599273,8.3,idle_mid
42560.43180101551,8.3,idle_mid
42700.483408989385,8.3,idle_mid
42840.4317679815,8.3,idle_mid
42980.43649701867,8.3,idle_mid
43120.44252199121,8.3,idle_mid
43260.49104600679,8.3,idle_mid
43400.44425893575,8.37,idle_mid
43540.47434695531,8.37,idle_mid
43680.43907498941,8.37,idle_mid
43820.480764028616,8.37,idle_mid
43960.43403993826,8.37,idle_mid
44100.47670803033,8.37,idle_mid
44240.44133001007,8.37,idle_mid
44380.432888981886,8.071,idle_mid
44520.42494993657,8.071,idle_mid
44660.43050400913,8.071,idle_mid
44800.43635901529,8.071,idle_mid
44940.48453203868,8.071,idle_mid
45080.47156699468,8.071,idle_mid
45220.48136498779,8.071,idle_mid
45360.43226195034,8.071,idle_mid
45500.46447501518,7.827,idle_mid
45640.46977693215,7.827,idle_mid
45780.43099294882,7.827,idle_mid
45920.43864703737,7.827,idle_mid
46060.49082800746,7.827,idle_mid
46200.43297403026,7.827,idle_mid
46340.48213902861,7.827,idle_mid
46480.46393203549,7.933,idle_mid
46620.433961972594,7.933,idle_mid
46760.43559098616,7.933,idle_mid
46900.43690998573,9.749,idle_mid
47040.43484292925,9.749,idle_mid
47180.43829803355,9.749,idle_mid
47320.42996597011,9.749,idle_mid
47460.462367977016,11.11,idle_mid
47600.46187893022,11.11,idle_mid
47740.449142991565,11.11,idle_mid
47880.43867901433,14.396,idle_mid
48020.4291959526,14.396,idle_mid
48160.43990198523,14.396,idle_mid
48300.43936800212,14.396,idle_mid
48440.44284697157,14.396,idle_mid
48580.43496997561,14.396,idle_mid
48720.44301999267,14.396,idle_mid
48860.42891896796,14.396,idle_mid
49000.45586400665,8.099,idle_mid
49140.45117993373,8.099,idle_mid
49280.49222403206,8.099,idle_mid
49420.43162696064,8.099,idle_mid
49560.43866393156,8.099,idle_mid
49700.43462794274,8.099,idle_mid
49840.48243402504,8.099,idle_mid
49980.44401896186,7.405,idle_mid
50120.44949899428,7.405,idle_mid
50260.43894095346,7.405,idle_mid
50400.42936895043,7.405,idle_mid
50540.461394935846,7.405,idle_mid
50680.43032893911,7.405,idle_mid
50820.43402898125,7.405,idle_mid
50960.43842600193,7.515,idle_mid
51100.42009095196,7.515,idle_mid
51240.42941897642,7.515,idle_mid
51380.43610798195,7.515,idle_mid
51520.47957794275,7.515,idle_mid
51660.43878195342,7.515,idle_mid
51800.46743596904,7.515,idle_mid
51940.43050194159,8.067,idle_mid
52080.4345139768,8.067,idle_mid
52220.44222604018,8.067,idle_mid
52360.44825997669,8.067,idle_mid
52500.43021596503,8.067,idle_mid
52640.43164101895,8.067,idle_mid
52780.44295497239,8.067,idle_mid
52920.4526579706,7.908,idle_mid
53060.463374014944,7.908,idle_mid
53200.46155701857,7.908,idle_mid
53340.43890296016,7.908,idle_mid
53480.43600795791,7.908,idle_mid
53620.48096396029,7.908,idle_mid
53760.43383893557,7.908,idle_mid
53900.435797986574,8.843,idle_mid
54040.46704096254,8.843,idle_mid
54180.46210694592,8.843,idle_mid
54320.47653396148,8.843,idle_mid
54460.48103400972,10.562,idle_mid
54600.43647699058,10.562,idle_mid
54740.43745594099,10.562,idle_mid
54880.43643604033,13.994,idle_mid
55020.44063992798,13.994,idle_mid
55160.46762303449,13.994,idle_mid
55300.43926101644,13.994,idle_mid
55440.43461303227,13.994,idle_mid
55580.4447659757,13.994,idle_mid
55720.42936598882,13.994,idle_mid
55860.429616994224,13.994,idle_mid
56000.48549694475,8.454,idle_mid
56140.44005295728,8.454,idle_mid
56280.466392985545,8.454,idle_mid
56420.43791001197,8.454,idle_mid
56560.466722003184,8.454,idle_mid
56700.46643493697,8.454,idle_mid
56840.44887498021,8.454,idle_mid
56980.4418470012,8.09,idle_mid
57120.431307004765,8.09,idle_mid
57260.43246500194,8.09,idle_mid
57400.47589002643,8.09,idle_mid
57540.44497502037,8.09,idle_mid
57680.43652002234,8.09,idle_mid
57820.47393603716,8.09,idle_mid
57960.43717092834,8.152,idle_mid
