timestamp_ms,power_w,phase
0.2319359919056296,81.636,idle_pre
850.3267109626904,79.162,idle_pre
1700.3033759538084,79.132,idle_pre
2550.2996399300173,78.411,idle_pre
3400.3424079855904,78.352,idle_pre
4250.312803895213,78.359,idle_pre
5100.302879931405,78.622,idle_pre
5950.305352918804,78.62,idle_pre
6800.3251159098,78.216,idle_pre
7650.302502908744,78.311,idle_pre
8500.302207889035,78.393,idle_pre
9350.304847001098,78.393,idle_pre
10200.343541917391,78.347,idle_pre
11050.298065994866,78.551,idle_pre
11900.30153596308,78.197,idle_pre
12750.353239942342,78.665,idle_pre
13600.304191932082,78.551,idle_pre
14450.304202968257,78.551,idle_pre
15300.345553900115,78.552,idle_pre
16150.301601970568,78.32,idle_pre
17000.324509921484,78.274,idle_pre
17850.3013929585,62.003,idle_pre
18700.29332197737,49.291,idle_pre
19550.32912199385,39.662,idle_pre
20400.306156952865,39.662,idle_pre
21250.39304792881,9.265,idle_pre
22100.333156995475,8.823,idle_pre
22950.29564993456,8.014,idle_pre
23800.34131591674,8.214,idle_pre
24650.411781971343,8.592,idle_pre
25500.29289489612,8.592,idle_pre
26350.297642988156,10.001,idle_pre
27200.31977398321,14.584,idle_pre
28050.32695794944,9.578,idle_pre
28900.364357978106,9.578,idle_pre
29750.383361941203,8.701,idle_pre
30617.936426890083,8.559,idle_pre
31629.819285939448,32.328,idle_pre
32479.753040941432,80.36,idle_pre
33329.69028595835,78.51,idle_pre
34242.93690593913,78.564,idle_pre
35187.60235293303,105.056,train
36037.83673292492,543.652,train
36887.62283092365,544.084,train
37737.59100399912,566.368,train
38587.583160959184,568.041,train
39437.618832918815,568.439,train
40287.596731912345,568.82,train
41137.582236900926,568.84,train
41987.624547909945,570.748,train
42837.58316189051,569.18,train
43687.61870393064,567.727,train
44537.58217894938,571.084,train
45387.62355293147,571.099,train
46237.6197068952,569.424,train
47087.58246689104,570.87,train
47937.5763629796,570.786,train
48787.57704992313,566.341,train
49637.577262939885,570.473,train
50487.58190788794,571.855,train
51337.61919999961,569.002,train
52187.583773978986,569.895,train
53037.58298896719,572.871,train
53887.58300198242,570.106,train
54737.58757894393,569.703,train
55587.60752098169,572.83,train
56437.62799992692,570.503,train
57287.58369688876,568.968,train
58137.604262912646,571.511,train
58987.57635091897,570.057,train
59837.58471289184,570.587,train
60687.58219189476,571.825,train
61537.58309490513,571.003,train
62387.61837198399,568.8,train
63237.57684894372,571.127,train
64087.58411288727,572.34,train
64937.60916299652,569.784,train
65787.58139593992,570.829,train
66637.58332189173,571.121,train
67487.5760829309,570.342,train
68337.57800795138,571.351,train
69187.58220796008,572.328,train
70037.61849889997,569.628,train
70887.57676491514,569.216,train
71737.57609690074,570.907,train
72587.58225396741,570.933,train
73437.59630492423,570.903,train
74287.5787189696,573.277,train
75137.58141198196,571.564,train
75987.57677094545,571.577,train
76837.58385688998,571.887,train
77687.58300691843,571.865,train
78537.62204898521,568.59,train
79387.60678400286,571.255,train
80237.57626698352,573.018,train
81087.61895191856,571.653,train
81937.576169963,570.279,train
82787.58562391158,571.496,train
83637.58393598255,571.166,train
84487.58272791747,568.594,train
85337.58214500267,573.08,train
86187.58452998009,570.648,train
87037.5781939365,571.386,train
87887.61986291502,573.069,train
88737.5755138928,571.425,train
89587.57884893566,568.227,train
90437.609026907,572.171,train
91287.60765492916,570.688,train
92137.59219297208,567.106,train
92987.58351092692,570.94,train
93837.58408098949,570.579,train
94687.58673791308,569.397,train
95537.5855679158,571.232,train
96387.62001995929,573.022,train
97237.58076492231,571.385,train
98087.5847749412,571.599,train
98937.58388899732,572.074,train
99787.61937399396,571.128,train
100637.5847129384,569.82,train
101487.62293497566,570.946,train
102337.58402999956,570.726,train
103187.57726997136,569.904,train
104037.59087994696,571.904,train
104887.57780892774,573.779,train
105737.6197319245,572.701,train
106587.58207398932,573.855,train
107437.60891794229,573.079,train
108287.60807600338,571.271,train
109137.58347695692,572.639,train
109987.62116790748,574.171,train
110837.61302090716,569.946,train
111687.66922899522,571.224,train
112537.62115794234,574.07,train
113387.62022391892,571.443,train
114237.57017194292,570.726,train
115087.5968929613,572.289,train
115937.58173089007,572.026,train
116787.58196195122,570.15,train
117637.58656999562,573.974,train
118487.5764589524,574.291,train
119337.58624398617,572.524,train
120187.62770690957,572.195,train
121037.5825909432,572.498,train
121887.5821538968,572.194,train
122737.6238409197,573.237,train
123588.1293239072,572.215,train
124437.57727392948,571.95,train
125287.57931594735,573.188,train
126137.58688292,575.272,train
126987.58324293884,572.473,train
127837.58222998586,572.195,train
128687.57636588998,573.326,train
129537.59025095496,572.106,train
130387.58357893676,570.399,train
131237.5844148919,574.144,train
132087.58662093896,571.325,train
132937.58730997797,572.934,train
133787.57769591175,574.191,train
134637.57893489674,572.858,train
135487.59474395774,572.133,train
136337.59147592355,573.244,train
137187.61342589278,573.935,train
138037.5790129183,569.897,train
138887.5842129346,572.662,train
139737.61941795237,572.061,train
140587.5784899108,572.111,train
141437.5829459168,570.85,train
142287.58325893432,573.239,train
143137.61917199008,572.322,train
143987.5786069315,570.881,train
144837.57739095017,573.866,train
145687.57809395902,571.605,train
146537.61918691453,573.08,train
147387.5762799289,574.461,train
148237.57893498987,572.589,train
149087.58590789512,570.957,train
149937.62013793457,572.691,train
150787.58428490255,573.743,train
151637.6204349799,573.286,train
152487.62035591062,573.131,train
153337.57810294628,572.487,train
154187.57636693772,573.339,train
155037.58413891774,573.848,train
155887.5773239415,573.655,train
156737.57741297595,571.169,train
157587.60922693182,574.015,train
158437.57773796096,574.35,train
159287.57968789432,571.294,train
160137.57277291734,572.574,train
160987.57694696542,574.408,train
161837.5863309484,572.737,train
162687.6071789302,571.134,train
163537.58320992347,572.17,train
164387.5712750014,572.264,train
165237.58322396316,571.434,train
166087.58582395967,573.728,train
166937.5774608925,573.269,train
167787.5792629784,569.479,train
168637.57270597853,573.002,train
169487.57905699313,573.26,train
170337.58063591085,570.104,train
171187.6226059394,572.842,train
172037.6198949525,573.027,train
172887.5768079888,572.604,train
173737.58297599852,550.134,train
174587.57596788928,572.818,train
175437.61876097415,570.641,train
176287.6069128979,573.465,train
177137.57655990776,573.091,train
177987.59231891017,573.361,train
178837.60858897585,573.654,train
179687.58288491517,573.062,train
